Gene	Degree	Exp	Low	High	Sum	Avg
AT2G32080	3	26.7888	1.81542	1.81542	1.81542	1.81542
AT5G13430	3	102.13	1.2505	2.92402	5.48893	1.8296433333
AT3G18524	3	3.22754	0.55233	2.66116	5.82872	1.9429066667
AT1G51980	3	60.8363	1.31441	2.92402	6.00611	2.0020366667
AT3G59350	3	5.3718	0.0998629	5.25744	6.1013069	2.0337689667
AT3G25230	3	41.233	0.266534	3.60167	6.265204	2.0884013333
AT5G50680	3	9.9216	2.09218	2.44535	4.53753	2.268765
AT5G50580	3	17.0088	2.09218	2.44535	4.53753	2.268765
AT4G00720	3	18.3915	1.19297	3.37095	4.56392	2.28196
AT1G07370	3	21.7119	1.92062	2.97504	7.12757	2.3758566667
AT1G34210	3	6.64348	2.38271	2.38271	2.38271	2.38271
AT5G53200	3	2.37278	0.451127	4.19335	7.227947	2.4093156667
AT3G07800	3	7.11963	2.43853	2.43853	2.43853	2.43853
AT1G68640	3	1.29073	1.1363	5.38241	7.71832	2.5727733333
AT1G01380	3	0.540313	0.451127	4.87092	7.905517	2.6351723333
AT5G40330	3	5.7702	0.451127	4.87092	7.905517	2.6351723333
AT5G13290	3	3.31014	2.83169	2.83169	2.83169	2.83169
AT1G66370	3	0.12154	1.19449	4.87092	8.64888	2.88296
AT1G66380	3	0.61279	1.19449	4.87092	8.64888	2.88296
AT3G13540	3	0.971776	1.19449	4.87092	8.64888	2.88296
AT1G71030	3	46.9348	1.19449	4.87092	8.64888	2.88296
AT5G38600	3	5.68881	1.79453	4.3791	8.67125	2.8904166667
AT1G14000	3	23.5193	2.99571	2.99571	2.99571	2.99571
AT2G47130	3	2.17345	3.01794	3.01794	3.01794	3.01794
AT4G32470	3	155.431	1.31441	4.87903	9.11746	3.0391533333
AT3G12390	3	119.217	0.244921	7.45968	9.354081	3.118027
AT2G18290	3	32.4889	0.844858	6.41296	9.529598	3.1765326667
AT3G26085	3	18.7647	0.872886	5.50306	6.375946	3.187973
AT1G64150	3	26.2614	0.872886	5.50306	6.375946	3.187973
AT5G43970	3	66.4909	0.872886	5.50306	6.375946	3.187973
AT3G61870	3	227.721	0.872886	5.50306	6.375946	3.187973
AT4G14550	3	7.2128	2.8236	3.90097	6.72457	3.362285
AT2G24500	3	24.8548	1.60402	5.25744	10.20716	3.4023866667
AT5G27620	3	6.37124	1.41561	4.5831	10.49538	3.49846
AT4G12620	3	2.58755	2.34135	4.13572	10.57719	3.52573
AT3G13940	3	9.34689	2.69403	4.47112	7.16515	3.582575
AT5G16820	3	5.37516	3.66264	3.66264	3.66264	3.66264
AT4G13870	3	3.08889	2.93362	5.16918	11.45157	3.81719
AT1G12780	3	14.2946	3.83258	3.83258	3.83258	3.83258
AT3G25070	3	18.8405	2.0094	7.30031	11.50653	3.83551
AT5G11740	3	667.928	0.872886	5.50306	11.872406	3.9574686667
AT5G39790	3	11.0687	3.15102	4.87903	8.03005	4.015025
AT3G48690	3	53.2345	3.72557	4.33354	12.21752	4.0725066667
AT3G54610	3	4.32507	0.175468	8.31184	12.324448	4.1081493333
AT4G12610	3	12.1536	3.22832	5.47651	12.85977	4.28659
AT3G57280	3	15.5941	0.872886	7.82764	8.700526	4.350263
AT3G02690	3	23.4002	0.872886	7.82764	8.700526	4.350263
AT2G20585	3	22.294	3.5415	5.29841	8.83991	4.419955
AT3G01440	3	28.6769	3.5415	5.3167	8.8582	4.4291
AT5G19320	3	7.93901	3.29544	5.15132	13.30658	4.4355266667
AT4G19990	3	2.6617	4.43847	4.43847	4.43847	4.43847
AT3G22170	3	10.8078	4.43847	4.43847	4.43847	4.43847
AT2G45280	3	2.55873	0.458182	12.359	13.400765	4.4669216667
AT1G30490	3	8.08571	0.0908146	13.3211	13.5363816	4.5121272
AT4G22910	3	6.16567	2.40447	6.41296	13.54639	4.5154633333
AT1G07310	3	23.2344	0.67135	8.59828	13.63438	4.5447933333
AT1G78380	3	199.177	1.38441	7.65946	13.71693	4.57231
AT5G51450	3	3.31186	2.0094	9.54076	13.74698	4.5823266667
AT2G36010	3	4.76491	2.13167	6.09623	13.95217	4.6507233333
AT2G43350	3	15.7005	0.972141	11.2146	13.995761	4.6652536667
AT4G03410	3	8.25377	0.872886	7.82764	14.203586	4.7345286667
AT1G44800	3	10.1033	0.872886	7.82764	14.203586	4.7345286667
AT5G58230	3	13.9262	0.0310575	9.21686	14.2687275	4.7562425
AT4G24400	3	9.73254	1.80902	7.14202	14.65272	4.88424
AT5G08590	3	29.9637	3.29865	8.456	15.11679	5.03893
AT3G11397	3	17.7202	2.35868	7.39149	15.25323	5.08441
AT1G05070	3	17.5201	0.872886	9.59786	10.470746	5.235373
AT3G50830	3	26.6154	0.872886	9.59786	10.470746	5.235373
AT2G14860	3	7.01617	0.692956	9.59786	15.793876	5.2646253333
AT5G17630	3	19.1252	5.12752	5.50306	10.63058	5.31529
AT1G23850	3	0.301217	0.872886	9.59786	15.973806	5.324602
AT5G56540	3	3.88393	0.872886	9.59786	15.973806	5.324602
AT5G51150	3	6.24446	0.872886	9.59786	15.973806	5.324602
AT4G31130	3	14.5372	0.872886	9.59786	15.973806	5.324602
AT1G52280	3	15.6779	0.872886	9.59786	15.973806	5.324602
AT3G17440	3	16.0954	0.872886	9.59786	15.973806	5.324602
AT4G39900	3	20.3369	0.872886	9.59786	15.973806	5.324602
AT5G26667	3	42.0029	0.872886	9.59786	15.973806	5.324602
AT1G26850	3	63.5467	0.872886	9.59786	15.973806	5.324602
AT4G13500	3	107.668	0.872886	9.59786	15.973806	5.324602
AT4G16980	3	914.841	0.872886	9.59786	15.973806	5.324602
AT4G38920	3	82.9769	1.63441	9.20844	10.84285	5.421425
AT3G61510	3	0.257	5.44429	5.44429	5.44429	5.44429
AT1G01360	3	6.62134	1.80902	11.2146	16.34632	5.4487733333
AT5G05440	3	9.48969	1.80902	11.2146	16.34632	5.4487733333
AT3G28860	3	18.776	0.0929939	11.4141	16.8406739	5.6135579667
AT2G36910	3	18.9856	0.0929939	11.4141	16.8406739	5.6135579667
AT1G03840	3	0.280933	2.46397	10.0648	16.88592	5.62864
AT5G60940	3	8.17371	4.21052	7.31957	17.84205	5.94735
AT1G77920	3	3.79891	1.19961	9.30929	18.05842	6.0194733333
AT4G02620	3	108.117	2.71575	12.152	18.13581	6.04527
AT3G48590	3	16.5817	0.22788	11.5483	18.1727	6.0575666667
AT4G32551	3	13.9965	0.962465	11.472	12.434465	6.2172325
AT4G34640	3	27.3799	0.872886	12.281	18.656946	6.218982
AT3G16640	3	487.332	2.58026	13.4807	19.05667	6.3522233333
AT3G22260	3	2.84372	3.14109	9.57944	12.72053	6.360265
AT2G43410	3	7.56954	2.21912	13.0918	19.1011	6.3670333333
AT1G60600	3	30.7068	5.50306	7.39149	12.89455	6.447275
AT3G51450	3	7.42205	0.872886	12.281	13.153886	6.576943
AT2G14835	3	14.2087	0.872886	12.281	13.153886	6.576943
AT5G19750	3	35.1301	0.872886	12.281	13.153886	6.576943
AT1G52740	3	66.3895	4.46082	9.98326	19.81667	6.6055566667
AT2G06050	3	19.3481	2.58026	12.3913	20.04817	6.6827233333
AT1G01050	3	47.7154	3.56825	10.2013	20.09904	6.69968
AT1G25275	3	49.918	0.872886	14.064	20.439946	6.8133153333
AT5G47435	3	56.2623	6.81748	6.81748	6.81748	6.81748
AT3G52590	3	565.487	3.56825	10.3491	20.75426	6.9180866667
AT2G18196	3	0.674544	1.55809	12.3492	13.90729	6.953645
AT2G28290	3	9.1388	5.19933	8.08274	20.8839	6.9613
AT1G35430	3	5.95315	1.22384	12.2691	20.88443	6.9614766667
AT1G20780	3	5.55007	2.58741	14.502	21.12121	7.0404033333
AT2G46790	3	11.7824	7.04085	7.04085	7.04085	7.04085
AT2G30920	3	5.4261	2.0481	14.502	21.42913	7.1430433333
AT2G46870	3	4.85718	0.852676	15.7478	21.479506	7.1598353333
AT1G13730	3	17.447	0.673088	12.0747	21.727588	7.2425293333
AT2G29980	3	68.0617	5.50306	9.59786	21.86623	7.2887433333
AT2G40590	3	319.841	3.05285	11.5731	14.62595	7.312975
AT2G16070	3	15.8261	0.872886	13.8256	14.698486	7.349243
AT3G44620	3	40.1835	3.85834	10.4605	22.12187	7.3739566667
AT5G43380	3	0.92218	6.11951	8.62934	14.74885	7.374425
AT1G07000	3	2.60072	0.113239	18.0041	22.230319	7.4101063333
AT2G38330	3	16.7936	5.50306	9.59786	22.2647	7.4215666667
AT1G43850	3	11.472	0.962465	13.9965	14.958965	7.4794825
AT2G25810	3	0.540528	5.50306	9.59786	15.10092	7.55046
AT1G33110	3	8.08269	5.50306	9.59786	15.10092	7.55046
AT2G45070	3	164.315	5.50306	9.59786	15.10092	7.55046
AT2G24290	3	12.1656	5.50306	9.59786	22.92856	7.6428533333
AT2G17880	3	5.09804	3.05285	14.7425	23.09376	7.69792
AT4G18600	3	2.19748	1.18345	15.2838	23.41531	7.8051033333
AT5G42030	3	42.8817	4.68356	10.4596	23.53994	7.8466466667
AT3G62250	3	524.325	6.83691	8.94036	15.77727	7.888635
AT3G05210	3	8.28222	4.63602	14.1688	23.68385	7.8946166667
AT5G36250	3	9.11623	4.71845	11.7871	23.8406	7.9468666667
AT2G45190	3	24.6586	6.98661	8.9798	15.96641	7.983205
AT2G46020	3	9.81432	7.60183	8.3402	24.02477	8.0082566667
AT2G22510	3	6.53994	5.50306	9.59786	24.30936	8.10312
AT2G35155	3	7.33505	7.41694	9.11623	24.73947	8.24649
AT3G06790	3	16.9742	3.05285	14.7425	24.8362	8.2787333333
AT1G75440	3	7.30933	1.60402	20.2535	24.87537	8.29179
AT5G03280	3	10.641	3.01288	16.7348	24.9408	8.3136
AT2G01250	3	253.081	0.589052	14.9277	25.621452	8.540484
AT1G79280	3	12.9025	8.6519	8.6519	8.6519	8.6519
AT3G24810	3	1.81885	2.2091	20.3404	25.99374	8.66458
AT5G39250	3	2.43853	7.11963	10.2638	17.38343	8.691715
AT4G19840	3	82.7977	8.69428	8.69428	8.69428	8.69428
AT5G46790	3	34.6562	3.3227	11.7114	26.2487	8.7495666667
AT4G26100	3	12.3232	2.67876	19.2627	26.4116	8.8038666667
AT1G10240	3	2.91381	1.78076	12.8682	26.43826	8.8127533333
AT3G19180	3	4.77174	8.94621	8.94621	8.94621	8.94621
AT1G15550	3	5.86703	0.111677	18.6533	26.876947	8.9589823333
AT4G01120	3	4.74886	4.68427	15.0806	27.29452	9.0981733333
AT3G23290	3	17.8477	4.87903	14.7425	27.31127	9.1037566667
AT4G24700	3	6.42572	1.52197	16.8553	27.75158	9.2505266667
AT2G38810	3	16.6698	4.46082	18.1964	28.02981	9.34327
AT2G23310	3	28.2458	2.35868	18.61	28.36017	9.45339
AT3G19860	3	18.5481	3.01799	16.4714	28.46919	9.48973
AT1G03250	3	19.7817	4.35484	14.7425	19.09734	9.54867
AT2G14120	3	12.2837	9.57902	9.57902	9.57902	9.57902
AT3G02090	3	104.292	1.31441	25.1157	29.35413	9.78471
AT5G51180	3	9.55017	5.92071	11.8651	29.35931	9.7864366667
AT4G34700	3	93.4367	4.87903	14.7425	19.62153	9.810765
AT2G42810	3	14.321	5.94201	12.8573	29.58821	9.8627366667
AT3G08690	3	15.5968	2.7239	20.2535	29.62665	9.87555
AT3G60150	3	3.15102	5.15591	13.6701	29.89471	9.9649033333
AT3G50110	3	2.72327	5.92071	12.595	30.08921	10.0297366667
AT2G38140	3	624.669	2.58642	18.6533	30.21832	10.0727733333
AT5G27970	3	7.61249	5.92071	12.595	30.38081	10.1269366667
AT1G01560	3	0.711564	4.43216	19.225	30.39047	10.1301566667
AT2G31260	3	3.75595	4.33165	14.8657	30.55535	10.1851166667
AT3G10730	3	6.47868	10.3107	10.3107	10.3107	10.3107
AT5G04170	3	17.9785	0.67135	23.3509	31.10056	10.3668533333
AT5G47080	3	11.4819	0.681293	18.6068	31.153693	10.3845643333
AT3G44260	3	7.00293	3.26806	18.6533	31.29	10.43
AT4G10040	3	24.3746	5.611	18.6533	31.95404	10.6513466667
AT5G60860	3	19.0585	5.92071	19.0145	32.12779	10.7092633333
AT5G38430	3	21322.3	2.58026	22.1124	32.13487	10.7116233333
AT1G47870	3	4.36919	5.72427	20.3404	32.1609	10.7203
AT2G45010	3	9.65414	5.12114	13.5338	32.16864	10.72288
AT4G08460	3	26.8472	0.852676	19.7959	32.221676	10.7405586667
AT1G49620	3	4.34779	2.2091	20.3404	32.26804	10.7560133333
AT2G32710	3	6.62591	2.2091	20.3404	32.26804	10.7560133333
AT5G06370	3	15.1892	3.58737	22.8017	32.30978	10.7699266667
AT1G73720	3	9.37652	2.34968	22.8017	32.59359	10.86453
AT5G21170	3	12.482	8.59828	12.3577	32.90328	10.96776
AT3G20680	3	18.6656	6.98976	14.355	32.91826	10.9727533333
AT1G21840	3	1.48305	3.68375	19.7801	33.14461	11.0482033333
AT3G60250	3	11.3224	2.71197	18.6068	33.18437	11.0614566667
AT5G45620	3	21.3555	11.1129	11.1129	11.1129	11.1129
AT4G30860	3	2.33917	7.44221	14.7425	33.43101	11.14367
AT3G05625	3	15.1769	4.87903	14.7425	33.49683	11.16561
AT1G78600	3	28.7986	4.47861	17.0701	33.58021	11.1934033333
AT5G27860	3	26.1627	3.56825	16.6171	33.74715	11.24905
AT3G12400	3	12.9131	5.92048	15.6047	33.78348	11.26116
AT5G65480	3	34.9429	5.5903	15.0338	33.9418	11.3139333333
AT4G36290	3	4.88644	9.83902	14.1688	34.06772	11.3559066667
AT2G43760	3	17.3976	11.3754	11.3754	11.3754	11.3754
AT1G07450	3	3.03886	2.69165	24.2942	34.6051	11.5350333333
AT4G27300	3	5.37164	3.75328	17.1736	34.61318	11.5377266667
AT4G32300	3	5.64016	3.75328	17.1736	34.61318	11.5377266667
AT1G11350	3	9.10657	3.75328	17.1736	34.61318	11.5377266667
AT1G07430	3	0.16085	1.44346	29.7345	34.81638	11.60546
AT4G27780	3	3.04231	1.76768	24.5216	35.13522	11.71174
AT1G79730	3	15.5733	2.58026	16.5743	35.41386	11.80462
AT1G03600	3	488.059	4.87903	17.9579	35.43193	11.8106433333
AT1G22160	3	10.549	8.59828	13.8753	36.10178	12.0339266667
AT5G63160	3	7.72476	7.55787	18.252	36.18177	12.06059
AT2G27970	3	18.2959	3.44424	20.3404	36.24894	12.08298
AT4G38960	3	5.09334	7.96221	18.6533	36.45453	12.15151
AT3G48530	3	11.9473	8.59828	15.4238	36.50408	12.1680266667
AT2G26560	3	6.69264	12.2673	12.2673	12.2673	12.2673
AT4G33650	3	9.57902	12.2837	12.2837	12.2837	12.2837
AT5G57630	3	8.90131	5.86107	24.3428	37.34589	12.44863
AT1G79910	3	1.3878	5.25744	18.2325	37.49164	12.4972133333
AT2G21280	3	71.422	12.595	12.595	12.595	12.595
AT1G68450	3	0.365995	12.7386	12.7386	12.7386	12.7386
AT5G66240	3	23.5095	2.10273	22.8017	38.43823	12.8127433333
AT5G42470	3	6.94006	7.44221	22.8017	38.57137	12.8571233333
AT1G35210	3	1.19297	10.0632	18.3915	38.5787	12.8595666667
AT1G76850	3	14.9905	10.1047	15.7855	25.8902	12.9451
AT1G48320	3	6.14269	12.9471	12.9471	12.9471	12.9471
AT1G50575	3	9.88614	3.20611	22.8017	26.00781	13.003905
AT3G49690	3	0.250867	3.32954	27.1217	39.14196	13.04732
AT2G16900	3	6.48638	6.66074	20.8007	39.15014	13.0500466667
AT4G20380	3	18.0038	13.0719	13.0719	13.0719	13.0719
AT3G01340	3	35.4592	3.05655	24.2627	39.42685	13.1422833333
AT5G13570	3	7.33649	9.83902	16.7831	40.13342	13.3778066667
AT3G09690	3	5.20858	6.76531	26.1256	40.2824	13.4274666667
AT5G59140	3	25.5033	8.25696	22.8017	40.3502	13.4500666667
AT1G42970	3	1017.93	13.4807	13.4807	13.4807	13.4807
AT1G25550	3	25.2216	9.98326	17.3445	40.86156	13.62052
AT4G35020	3	5.93974	0.129711	27.2392	27.368911	13.6844555
AT5G41790	3	19.9708	8.456	20.7657	41.2532	13.7510666667
AT1G65620	3	3.073	2.11964	25.4909	27.61054	13.80527
AT2G25930	3	8.60751	12.0315	16.5649	41.4537	13.8179
AT3G43700	3	2.49359	9.45185	18.252	41.70555	13.90185
AT5G24290	3	0.493599	0.971512	37.9672	41.736072	13.912024
AT5G16310	3	4.05589	3.26806	34.8309	41.86563	13.95521
AT2G44710	3	8.35414	7.80303	19.5572	42.07853	14.0261766667
AT3G13445	3	7.54342	3.66264	32.7858	42.31897	14.1063233333
AT5G09260	3	8.32571	11.7871	16.4752	42.7615	14.2538333333
AT4G22745	3	14.9685	3.43517	25.175	28.61017	14.305085
AT3G20310	3	7.87059	6.92591	23.0254	43.34141	14.4471366667
AT1G48630	3	66.7225	0.673088	32.4388	43.941088	14.6470293333
AT3G25585	3	7.94306	0.872886	37.9672	44.343146	14.7810486667
AT5G43170	3	2.78762	5.96361	28.1128	45.23351	15.0778366667
AT1G55890	3	15.5685	4.87903	28.6456	45.31173	15.10391
AT5G63200	3	4.46176	7.68974	22.8017	30.49144	15.24572
AT4G10920	3	38.3682	15.3346	15.3346	15.3346	15.3346
AT1G75750	3	181.129	10.0648	22.7282	46.2737	15.4245666667
AT5G58220	3	18.2017	15.6876	15.6876	15.6876	15.6876
AT5G64813	3	9.84833	3.8261	34.8309	47.1647	15.7215666667
AT4G02195	3	3.26637	7.69544	20.8915	47.23184	15.7439466667
AT1G68520	3	55.0111	1.76768	39.8567	47.35824	15.78608
AT3G52155	3	37.6486	13.4123	18.6533	47.5343	15.8447666667
AT5G63370	3	10.6743	8.95972	22.8017	31.76142	15.88071
AT2G27110	3	4.83974	5.92357	34.8309	47.74108	15.9136933333
AT1G20960	3	17.891	1.2505	28.8803	47.9721	15.9907
AT2G30260	3	26.0436	9.19441	22.8017	31.99611	15.998055
AT5G43670	3	3.036	9.59786	26.1256	48.00446	16.0014866667
AT1G48240	3	12.511	0.872886	37.9672	48.437946	16.145982
AT5G23575	3	16.0227	0.872886	37.9672	48.437946	16.145982
AT1G47530	3	30.695	0.872886	37.9672	48.437946	16.145982
AT1G68010	3	323.165	6.1501	34.4933	49.66969	16.5565633333
AT4G27600	3	75.5356	5.96567	27.4358	33.40147	16.700735
AT1G67530	3	3.93661	7.96252	32.7999	50.15983	16.7199433333
AT4G23630	3	46.0115	10.9846	21.5231	51.1177	17.0392333333
AT4G25630	3	50.7624	12.0278	26.5344	51.8202	17.2734
AT4G09060	3	2.55072	4.36475	37.5252	52.04305	17.3476833333
AT4G01150	3	829.587	7.39149	26.1256	52.12709	17.3756966667
AT2G38860	3	16.737	17.5822	17.5822	17.5822	17.5822
AT1G05020	3	0.205276	10.231	31.8673	53.6003	17.8667666667
AT1G75840	3	20.2977	1.03541	27.2392	53.87521	17.9584033333
AT2G31070	3	19.5272	3.03618	43.4563	54.25588	18.0852933333
AT1G71020	3	10.766	9.18667	34.4673	55.44107	18.4803566667
AT2G38610	3	13.3386	13.1276	22.8017	55.5801	18.5267
AT1G54120	3	2.69403	3.01799	43.7063	55.66465	18.5548833333
AT5G07250	3	8.02475	5.50306	37.9672	55.75126	18.5837533333
AT1G30070	3	10.37	18.6533	18.6533	18.6533	18.6533
AT2G39020	3	37.752	18.6533	18.6533	18.6533	18.6533
AT5G67530	3	7.08759	11.7871	25.5581	55.9985	18.6661666667
AT4G33000	3	22.6224	2.21386	34.8604	56.13456	18.71152
AT5G10920	3	22.247	18.7316	18.7316	18.7316	18.7316
AT5G03040	3	55.177	4.87903	41.2629	56.24663	18.7488766667
AT1G80070	3	25.3446	9.86185	28.8803	56.58345	18.86115
AT1G16500	3	4.6302	12.2739	32.0719	57.2929	19.0976333333
AT3G61950	3	3.41362	0.185007	38.095	38.280007	19.1400035
AT3G56100	3	2.03805	6.35879	42.7128	57.58302	19.19434
AT3G11130	3	31.8673	0.205276	31.1905	58.069176	19.356392
AT1G55535	3	6.53767	7.82764	37.9672	58.07584	19.3586133333
AT1G08480	3	53.9998	5.92071	40.6037	58.09791	19.36597
AT5G66560	3	6.03045	8.25696	29.1138	58.48786	19.4959533333
AT5G15802	3	39.7314	11.1129	33.5608	58.7377	19.5792333333
AT4G34530	3	5.66083	7.60153	31.49	59.57143	19.8571433333
AT1G52870	3	58.9403	9.59786	37.9672	59.84606	19.9486866667
AT5G10110	3	4.33354	3.27229	53.2345	60.06511	20.0217033333
AT5G63610	3	7.71964	3.3457	36.6582	60.3443	20.1147666667
AT2G37630	3	25.4909	3.073	37.5252	40.5982	20.2991
AT1G47230	3	4.72896	6.16567	47.8501	62.16673	20.7222433333
AT3G05280	3	16.5814	18.61	23.0128	41.6228	20.8114
AT3G53750	3	24.1281	13.3146	32.6198	63.5459	21.1819666667
AT3G10140	3	7.19471	6.0682	40.4341	65.6491	21.8830333333
AT1G15130	3	16.2026	6.8674	51.9255	65.77951	21.9265033333
AT2G27770	3	4.44785	4.685	40.926	66.6034	22.2011333333
AT2G30250	3	4.15977	21.718	24.2025	45.9205	22.96025
AT4G38810	3	15.811	8.07062	35.1671	69.07752	23.02584
AT3G49240	3	11.9318	20.3404	27.2312	69.8375	23.2791666667
AT4G38800	3	44.1312	22.4906	24.3428	46.8334	23.4167
AT5G16490	3	2.13494	18.6533	29.0013	47.6546	23.8273
AT4G36970	3	7.24693	14.7425	32.9489	47.6914	23.8457
AT1G06220	3	17.8413	17.891	28.8803	72.1159	24.0386333333
AT5G64330	3	14.6514	0.0986076	67.1169	72.8260376	24.2753458667
AT4G10400	3	2.03581	2.4632	59.9417	72.8262	24.2754
AT4G39940	3	87.339	0.992192	65.7132	73.952792	24.6509306667
AT3G19390	3	0.0895587	5.50306	57.2815	73.99916	24.6663866667
AT4G35160	3	1.43446	2.98873	67.805	74.15797	24.7193233333
AT1G32410	3	19.6471	5.50306	61.4878	74.38235	24.7941166667
AT1G49140	3	67.6544	14.1681	45.4029	74.4425	24.8141666667
AT2G17350	3	13.2696	12.9471	38.095	75.2451	25.0817
AT1G69390	3	34.9537	25.1963	25.1963	25.1963	25.1963
AT4G04770	3	69.2616	0.164112	58.8432	76.586212	25.5287373333
AT1G73250	3	6.3114	25.5649	25.5649	25.5649	25.5649
AT3G55270	3	7.90289	21.718	32.0261	77.9466	25.9822
AT5G63790	3	10.5698	5.49646	48.133	77.97576	25.99192
AT5G13160	3	9.18667	1.62018	65.646	78.03218	26.0107266667
AT3G59840	3	15.3357	3.26806	56.9715	78.89286	26.29762
AT1G32400	3	44.489	26.5153	26.5153	26.5153	26.5153
AT4G00585	3	61.2305	11.7893	45.4029	79.9204	26.6401333333
AT5G51700	3	7.9667	2.397	58.9573	81.1582	27.0527333333
AT1G52510	3	65.4816	18.6533	35.1242	81.9693	27.3231
AT1G56150	3	4.11115	27.4358	27.4358	27.4358	27.4358
AT2G01710	3	10.5021	5.83854	55.1229	83.76314	27.9210466667
AT4G28510	3	15.1714	7.44998	45.4029	83.87158	27.9571933333
AT2G20530	3	25.9049	7.44998	45.4029	83.87158	27.9571933333
AT1G03860	3	38.6999	7.44998	45.4029	83.87158	27.9571933333
AT1G10590	3	67.9388	1.78076	80.6737	85.17021	28.39007
AT5G62290	3	6.54672	6.23488	44.5453	85.61108	28.5370266667
AT5G14420	3	9.9809	5.33358	52.0179	87.06828	29.02276
AT4G33510	3	88.9697	1.3147	65.646	87.7614	29.2538
AT3G55290	3	3.58737	8.56768	64.806	88.56288	29.52096
AT2G02710	3	6.75424	7.94742	71.4899	89.3016	29.7672
AT3G51780	3	14.4413	11.7423	51.9255	92.3134	30.7711333333
AT5G48650	3	0.673088	8.9798	66.7225	93.1493	31.0497666667
AT3G12620	3	10.1599	0.774369	61.992	62.766369	31.3831845
AT3G50500	3	41.8968	11.2146	51.9733	63.1879	31.59395
AT3G48160	3	2.93165	3.5415	79.9647	95.0797	31.6932333333
AT2G24050	3	18.0078	3.6066	58.3722	97.103	32.3676666667
AT4G27000	3	36.0373	4.36475	55.1229	97.45165	32.4838833333
AT5G06240	3	9.91037	5.92071	79.9647	97.45891	32.4863033333
AT5G16880	3	25.927	5.51317	79.9647	98.07287	32.6909566667
AT5G43830	3	93.1575	3.48387	53.8257	99.73957	33.2465233333
AT5G24020	3	25.1963	34.9537	34.9537	34.9537	34.9537
AT3G07310	3	32.0486	12.109	55.1118	107.6549	35.8849666667
AT1G27690	3	3.83509	6.64925	65.1628	71.81205	35.906025
AT1G09100	3	13.9138	16.4761	57.6152	108.8729	36.2909666667
AT3G15450	3	42.43	6.94524	93.1575	109.0431	36.3477
AT1G21410	3	4.96149	5.72427	59.9417	110.42547	36.80849
AT4G26750	3	7.89135	32.0261	43.1888	111.4487	37.1495666667
AT3G59920	3	48.1132	2.99571	102.688	111.60442	37.2014733333
AT2G30530	3	7.2474	3.59514	87.339	113.73584	37.9119466667
AT5G15790	3	2.9074	4.36475	60.4814	115.12355	38.3745166667
AT5G05170	3	72.5234	6.76531	70.6342	119.70541	39.9018033333
AT5G58240	3	25.5686	42.5879	42.5879	42.5879	42.5879
AT3G06380	3	7.78546	2.98485	119.988	128.33277	42.77759
AT3G45140	3	223.832	26.0661	58.3722	128.8094	42.9364666667
AT1G79270	3	6.82263	16.0175	76.4429	129.5962	43.1987333333
AT1G08580	3	40.9154	9.36191	96.2912	130.32001	43.4400033333
AT1G59610	3	15.5299	18.1689	65.646	131.0667	43.6889
AT1G15220	3	3.05412	0.802208	130.063	135.336428	45.1121426667
AT3G16620	3	2.33766	11.813	65.037	137.4512	45.8170666667
AT4G36990	3	3.12216	46.4926	46.4926	46.4926	46.4926
AT1G45145	3	4.51664	1.43054	136.011	140.02796	46.6759866667
AT5G63510	3	67.783	14.8715	79.9647	140.2391	46.7463666667
AT4G24500	3	5.2408	2.87597	115.68	141.04987	47.0166233333
AT1G17720	3	11.8205	1.61863	129.549	141.69693	47.23231
AT2G38230	3	115.684	2.54006	119.04	142.48586	47.4952866667
AT3G03960	3	40.3541	21.1285	65.1273	143.0004	47.6668
AT2G18960	3	107.369	47.7671	47.7671	47.7671	47.7671
AT4G32440	3	3.89591	14.1681	102.688	144.2919	48.0973
AT5G62070	3	7.04838	4.87903	86.6277	144.61683	48.20561
AT4G22570	3	40.9451	9.29206	115.691	144.68006	48.2266866667
AT4G35470	3	10.8292	2.7788	77.4188	146.9201	48.9733666667
AT3G57290	3	49.8551	28.4691	74.8742	148.3104	49.4368
AT5G12190	3	22.2481	3.20426	128.546	149.32916	49.7763866667
AT3G14010	3	13.3741	0.0571218	116.084	159.4407218	53.1469072667
AT2G41430	3	282.447	0.387168	116.084	159.770768	53.2569226667
AT3G15010	3	13.371	0.311605	94.4856	159.960005	53.3200016667
AT5G54190	3	0.78727	11.1486	83.7859	160.9589	53.6529666667
AT1G19680	3	5.32302	4.87903	102.688	107.56703	53.783515
AT2G17200	3	22.4515	1.36124	148.98	163.29144	54.43048
AT3G05050	3	6.54507	0.311605	94.4856	163.711905	54.570635
AT2G45860	3	32.0012	24.6669	96.2912	164.6644	54.8881333333
AT5G44500	3	6.23488	6.54672	115.68	168.06072	56.02024
AT3G49810	3	2.7239	11.9594	141.754	169.3102	56.4367333333
AT1G53650	3	3.38005	0.387168	116.084	116.471168	58.235584
AT5G54390	3	30.9005	20.4694	129.473	175.4166	58.4722
AT5G11160	3	9.29206	19.697	115.691	176.3331	58.7777
AT1G34320	3	6.98421	14.9277	102.688	117.6157	58.80785
AT3G17205	3	7.61865	32.7999	86.6277	119.4276	59.7138
AT3G51240	3	19.0469	21.5235	143.243	186.78	62.26
AT2G04550	3	6.5808	7.64807	119.988	187.57777	62.5259233333
AT1G23780	3	9.47523	8.04324	119.988	187.97294	62.6576466667
AT5G50335	3	1.52137	3.5415	175.27	190.6008	63.5336
