Gene	Degree	Exp	Low	High	Sum	Avg
AT3G12145	1	15.3002	0.0488747	0.0488747	0.0488747	0.0488747
AT5G24780	1	39.2448	0.0488747	0.0488747	0.0488747	0.0488747
AT2G04800	1	0.644084	0.0516876	0.0516876	0.0516876	0.0516876
AT5G03300	1	88.3341	0.060886	0.060886	0.060886	0.060886
AT1G59980	1	1.79615	0.0929939	0.0929939	0.0929939	0.0929939
AT2G30740	1	8.52786	0.0998629	0.0998629	0.0998629	0.0998629
AT1G06700	1	28.9204	0.0998629	0.0998629	0.0998629	0.0998629
AT5G25570	1	3.12249	0.111101	0.111101	0.111101	0.111101
AT1G23490	1	244.086	0.129711	0.129711	0.129711	0.129711
AT3G13170	1	0.220434	0.143774	0.143774	0.143774	0.143774
AT3G48210	1	6.04363	0.15381	0.15381	0.15381	0.15381
AT5G20990	1	15.7962	0.160249	0.160249	0.160249	0.160249
AT1G72360	1	1.30758	0.163081	0.163081	0.163081	0.163081
AT3G18680	1	71.1677	0.163081	0.163081	0.163081	0.163081
AT2G41120	1	13.0156	0.164112	0.164112	0.164112	0.164112
AT5G25810	1	0.240076	0.175468	0.175468	0.175468	0.175468
AT5G40660	1	8.83379	0.202698	0.202698	0.202698	0.202698
AT5G22780	1	11.502	0.205276	0.205276	0.205276	0.205276
AT1G04870	1	14.8559	0.22788	0.22788	0.22788	0.22788
AT1G51170	1	2.68982	0.311605	0.311605	0.311605	0.311605
AT2G39660	1	4.01033	0.311605	0.311605	0.311605	0.311605
AT4G21470	1	8.90072	0.311605	0.311605	0.311605	0.311605
AT3G17240	1	34.0702	0.311605	0.311605	0.311605	0.311605
AT1G63270	1	4.17448	0.313874	0.313874	0.313874	0.313874
AT5G49990	1	2.88467	0.366556	0.366556	0.366556	0.366556
AT5G13530	1	5.54091	0.385144	0.385144	0.385144	0.385144
AT1G62960	1	16.9954	0.385144	0.385144	0.385144	0.385144
AT3G13350	1	7.02003	0.405648	0.405648	0.405648	0.405648
AT2G47260	1	0.969148	0.471964	0.471964	0.471964	0.471964
AT4G36160	1	0.411855	0.471976	0.471976	0.471976	0.471976
AT1G62700	1	0.530006	0.471976	0.471976	0.471976	0.471976
AT2G18060	1	0.800074	0.471976	0.471976	0.471976	0.471976
AT5G66300	1	1.1344	0.471976	0.471976	0.471976	0.471976
AT1G12260	1	1.16718	0.471976	0.471976	0.471976	0.471976
AT4G11370	1	1.41121	0.543369	0.543369	0.543369	0.543369
AT2G01150	1	4.66199	0.543369	0.543369	0.543369	0.543369
AT1G07160	1	0.0516876	0.644084	0.644084	0.644084	0.644084
AT4G15802	1	80.7446	0.64715	0.64715	0.64715	0.64715
AT2G29400	1	20.4535	0.67135	0.67135	0.67135	0.67135
AT2G35720	1	5.49221	0.681293	0.681293	0.681293	0.681293
AT1G26945	1	21.2835	0.681293	0.681293	0.681293	0.681293
AT2G21230	1	9.15467	0.700647	0.700647	0.700647	0.700647
AT4G33945	1	10.2831	0.704605	0.704605	0.704605	0.704605
AT2G47060	1	7.69927	0.744004	0.744004	0.744004	0.744004
AT5G03840	1	0.281124	0.797581	0.797581	0.797581	0.797581
AT2G35600	1	0.550309	0.852676	0.852676	0.852676	0.852676
AT1G54180	1	1.63852	0.852676	0.852676	0.852676	0.852676
AT5G20540	1	3.07678	0.852676	0.852676	0.852676	0.852676
AT1G76950	1	3.48089	0.852676	0.852676	0.852676	0.852676
AT3G14000	1	3.95343	0.852676	0.852676	0.852676	0.852676
AT4G21720	1	4.40861	0.852676	0.852676	0.852676	0.852676
AT5G10160	1	38.8723	0.852676	0.852676	0.852676	0.852676
AT4G10160	1	0.905225	0.872886	0.872886	0.872886	0.872886
AT3G47980	1	1.01942	0.872886	0.872886	0.872886	0.872886
AT2G39510	1	1.08039	0.872886	0.872886	0.872886	0.872886
AT4G01750	1	2.60246	0.872886	0.872886	0.872886	0.872886
AT5G18290	1	3.89901	0.872886	0.872886	0.872886	0.872886
AT2G03220	1	4.54651	0.872886	0.872886	0.872886	0.872886
AT5G15260	1	4.62258	0.872886	0.872886	0.872886	0.872886
AT3G28670	1	7.31338	0.872886	0.872886	0.872886	0.872886
AT3G05100	1	11.128	0.872886	0.872886	0.872886	0.872886
AT1G17280	1	11.3819	0.872886	0.872886	0.872886	0.872886
AT2G02040	1	15.0745	0.872886	0.872886	0.872886	0.872886
AT5G64290	1	92.7065	0.872886	0.872886	0.872886	0.872886
AT1G17650	1	49.1372	0.918485	0.918485	0.918485	0.918485
AT5G44040	1	6.11951	0.92218	0.92218	0.92218	0.92218
AT1G11440	1	8.62934	0.92218	0.92218	0.92218	0.92218
AT4G24972	1	17.2783	0.959211	0.959211	0.959211	0.959211
AT4G14040	1	92.7838	0.990393	0.990393	0.990393	0.990393
AT3G56980	1	0.713908	1.06988	1.06988	1.06988	1.06988
AT3G56970	1	1.65559	1.06988	1.06988	1.06988	1.06988
AT1G17090	1	2.96173	1.08775	1.08775	1.08775	1.08775
AT1G75690	1	383.596	1.08775	1.08775	1.08775	1.08775
AT5G14050	1	20.9289	1.15268	1.15268	1.15268	1.15268
AT5G14640	1	10.0632	1.19297	1.19297	1.19297	1.19297
AT5G14570	1	3.70243	1.23906	1.23906	1.23906	1.23906
AT4G30450	1	1.91036	1.24563	1.24563	1.24563	1.24563
AT1G70300	1	1.24444	1.2505	1.2505	1.2505	1.2505
AT2G30350	1	4.45498	1.2505	1.2505	1.2505	1.2505
AT1G54440	1	5.90512	1.2505	1.2505	1.2505	1.2505
AT4G27750	1	6.98423	1.2505	1.2505	1.2505	1.2505
AT1G21560	1	7.872	1.2505	1.2505	1.2505	1.2505
AT5G18440	1	8.36168	1.2505	1.2505	1.2505	1.2505
AT3G04480	1	9.65994	1.2505	1.2505	1.2505	1.2505
AT1G31817	1	16.6307	1.2505	1.2505	1.2505	1.2505
AT3G49080	1	16.9844	1.2505	1.2505	1.2505	1.2505
AT1G53280	1	22.9333	1.2505	1.2505	1.2505	1.2505
AT4G36980	1	26.8557	1.2505	1.2505	1.2505	1.2505
AT1G21100	1	28.671	1.2505	1.2505	1.2505	1.2505
AT3G15580	1	28.7369	1.2505	1.2505	1.2505	1.2505
AT3G04260	1	34.2481	1.2505	1.2505	1.2505	1.2505
AT4G26630	1	49.2237	1.2505	1.2505	1.2505	1.2505
AT1G31180	1	106.401	1.2505	1.2505	1.2505	1.2505
AT3G25920	1	459.126	1.2505	1.2505	1.2505	1.2505
AT3G46780	1	487.37	1.2505	1.2505	1.2505	1.2505
AT3G57130	1	1.1363	1.29073	1.29073	1.29073	1.29073
AT2G07727	1	2.7756	1.31441	1.31441	1.31441	1.31441
AT3G16480	1	19.0654	1.31441	1.31441	1.31441	1.31441
AT5G09750	1	0.138752	1.3409	1.3409	1.3409	1.3409
AT5G67060	1	0.636702	1.3409	1.3409	1.3409	1.3409
AT3G53320	1	3.18729	1.36124	1.36124	1.36124	1.36124
AT3G29320	1	124.427	1.36124	1.36124	1.36124	1.36124
AT1G21000	1	6.54343	1.40092	1.40092	1.40092	1.40092
AT4G27350	1	3.36424	1.43446	1.43446	1.43446	1.43446
AT1G66680	1	9.68076	1.48305	1.48305	1.48305	1.48305
AT3G07420	1	3.18483	1.48503	1.48503	1.48503	1.48503
AT1G52410	1	9.50267	1.51639	1.51639	1.51639	1.51639
AT1G18800	1	21.7182	1.61513	1.61513	1.61513	1.61513
AT1G74560	1	53.0602	1.61513	1.61513	1.61513	1.61513
AT5G08120	1	9.27312	1.68096	1.68096	1.68096	1.68096
AT1G10270	1	5.1478	1.68355	1.68355	1.68355	1.68355
AT3G19210	1	1.61655	1.73146	1.73146	1.73146	1.73146
AT4G35860	1	18.4846	1.74037	1.74037	1.74037	1.74037
AT5G09240	1	6.02449	1.78076	1.78076	1.78076	1.78076
AT1G55460	1	10.2453	1.78076	1.78076	1.78076	1.78076
AT2G20310	1	5.16892	2.0094	2.0094	2.0094	2.0094
AT1G45474	1	143.122	2.04317	2.04317	2.04317	2.04317
AT5G39930	1	0.0465524	2.05671	2.05671	2.05671	2.05671
AT2G06005	1	1.68917	2.06251	2.06251	2.06251	2.06251
AT4G17060	1	7.69779	2.06251	2.06251	2.06251	2.06251
AT1G60420	1	11.9845	2.10618	2.10618	2.10618	2.10618
AT5G52200	1	25.0473	2.19112	2.19112	2.19112	2.19112
AT4G30120	1	0.217507	2.19682	2.19682	2.19682	2.19682
AT4G08850	1	10.3325	2.19682	2.19682	2.19682	2.19682
AT3G01290	1	22.2381	2.19682	2.19682	2.19682	2.19682
AT3G14210	1	320.768	2.19682	2.19682	2.19682	2.19682
AT4G38510	1	58.7414	2.21386	2.21386	2.21386	2.21386
AT1G20260	1	82.7744	2.21386	2.21386	2.21386	2.21386
AT4G11150	1	196.934	2.21386	2.21386	2.21386	2.21386
AT3G01390	1	201.115	2.21386	2.21386	2.21386	2.21386
AT2G29570	1	23.1631	2.23191	2.23191	2.23191	2.23191
AT5G39730	1	20.0162	2.25411	2.25411	2.25411	2.25411
AT3G24315	1	7.08158	2.266	2.266	2.266	2.266
AT1G04020	1	4.49423	2.283	2.283	2.283	2.283
AT2G40620	1	4.91098	2.3042	2.3042	2.3042	2.3042
AT2G02470	1	11.2463	2.33917	2.33917	2.33917	2.33917
AT3G03030	1	1.2671	2.4632	2.4632	2.4632	2.4632
AT2G04230	1	5.14738	2.4632	2.4632	2.4632	2.4632
AT1G55740	1	0.342126	2.54467	2.54467	2.54467	2.54467
AT2G28560	1	0.583583	2.55873	2.55873	2.55873	2.55873
AT5G07140	1	1.59137	2.58026	2.58026	2.58026	2.58026
AT1G60160	1	6.3338	2.58026	2.58026	2.58026	2.58026
AT5G02800	1	7.90619	2.58026	2.58026	2.58026	2.58026
AT2G04795	1	9.26608	2.58026	2.58026	2.58026	2.58026
AT5G19120	1	10.3586	2.58026	2.58026	2.58026	2.58026
AT4G29400	1	12.0446	2.58026	2.58026	2.58026	2.58026
AT4G22190	1	15.3538	2.58026	2.58026	2.58026	2.58026
AT5G23660	1	16.7279	2.58026	2.58026	2.58026	2.58026
AT5G26880	1	17.7538	2.58026	2.58026	2.58026	2.58026
AT5G13070	1	18.1705	2.58026	2.58026	2.58026	2.58026
AT5G51070	1	21.1507	2.58026	2.58026	2.58026	2.58026
AT4G25170	1	21.4989	2.58026	2.58026	2.58026	2.58026
AT1G02305	1	22.0755	2.58026	2.58026	2.58026	2.58026
AT2G22780	1	22.6141	2.58026	2.58026	2.58026	2.58026
AT2G44065	1	25.526	2.58026	2.58026	2.58026	2.58026
AT5G14780	1	28.1157	2.58026	2.58026	2.58026	2.58026
AT3G16190	1	31.1246	2.58026	2.58026	2.58026	2.58026
AT1G53850	1	33.5949	2.58026	2.58026	2.58026	2.58026
AT3G56400	1	36.3447	2.58026	2.58026	2.58026	2.58026
AT1G19920	1	38.3826	2.58026	2.58026	2.58026	2.58026
AT2G25670	1	40.2673	2.58026	2.58026	2.58026	2.58026
AT3G20060	1	48.5474	2.58026	2.58026	2.58026	2.58026
AT5G46420	1	58.1502	2.58026	2.58026	2.58026	2.58026
AT5G54770	1	2242.29	2.58026	2.58026	2.58026	2.58026
AT2G20820	1	97.7874	2.58164	2.58164	2.58164	2.58164
AT5G58730	1	3.24103	2.58642	2.58642	2.58642	2.58642
AT2G39900	1	32.2487	2.58642	2.58642	2.58642	2.58642
AT3G63080	1	18.0041	2.60072	2.60072	2.60072	2.60072
AT2G17730	1	5.00199	2.62218	2.62218	2.62218	2.62218
AT3G21270	1	10.6281	2.65397	2.65397	2.65397	2.65397
AT2G45140	1	15.5972	2.6633	2.6633	2.6633	2.6633
AT4G13180	1	6.76772	2.67192	2.67192	2.67192	2.67192
AT3G02920	1	8.55407	2.67729	2.67729	2.67729	2.67729
AT3G19550	1	0.273977	2.69403	2.69403	2.69403	2.69403
AT5G15450	1	35.1873	2.71575	2.71575	2.71575	2.71575
AT5G44160	1	1.15238	2.82106	2.82106	2.82106	2.82106
AT1G05055	1	6.38071	2.86598	2.86598	2.86598	2.86598
AT2G37220	1	767.228	2.87597	2.87597	2.87597	2.87597
AT3G27240	1	36.9722	2.92402	2.92402	2.92402	2.92402
AT3G10860	1	140.362	2.92402	2.92402	2.92402	2.92402
AT3G52730	1	215.054	2.92402	2.92402	2.92402	2.92402
AT3G25900	1	4.00955	2.94755	2.94755	2.94755	2.94755
AT4G39100	1	20.0067	2.97504	2.97504	2.97504	2.97504
AT1G16070	1	1.14606	2.98485	2.98485	2.98485	2.98485
AT3G43850	1	0.107052	2.99571	2.99571	2.99571	2.99571
AT1G19530	1	0.395064	2.99571	2.99571	2.99571	2.99571
AT1G05260	1	0.646608	2.99571	2.99571	2.99571	2.99571
AT4G30150	1	1.562	2.99571	2.99571	2.99571	2.99571
AT1G13750	1	3.07255	2.99571	2.99571	2.99571	2.99571
AT2G37130	1	7.13288	2.99571	2.99571	2.99571	2.99571
AT4G33210	1	7.91528	2.99571	2.99571	2.99571	2.99571
AT5G65440	1	8.65459	2.99571	2.99571	2.99571	2.99571
AT2G28100	1	9.51512	2.99571	2.99571	2.99571	2.99571
AT3G10530	1	10.4761	2.99571	2.99571	2.99571	2.99571
AT5G14240	1	11.9237	2.99571	2.99571	2.99571	2.99571
AT4G26940	1	11.948	2.99571	2.99571	2.99571	2.99571
AT1G13690	1	15.6902	2.99571	2.99571	2.99571	2.99571
AT4G34100	1	16.0435	2.99571	2.99571	2.99571	2.99571
AT1G68220	1	18.7493	2.99571	2.99571	2.99571	2.99571
AT4G36360	1	24.5577	2.99571	2.99571	2.99571	2.99571
AT1G61740	1	25.8731	2.99571	2.99571	2.99571	2.99571
AT2G19940	1	27.5453	2.99571	2.99571	2.99571	2.99571
AT3G56460	1	29.3174	2.99571	2.99571	2.99571	2.99571
AT1G01120	1	29.576	2.99571	2.99571	2.99571	2.99571
AT3G14220	1	29.9512	2.99571	2.99571	2.99571	2.99571
AT3G55520	1	32.0628	2.99571	2.99571	2.99571	2.99571
AT1G54010	1	43.1787	2.99571	2.99571	2.99571	2.99571
AT5G17190	1	43.1836	2.99571	2.99571	2.99571	2.99571
AT1G20450	1	49.6975	2.99571	2.99571	2.99571	2.99571
AT1G04170	1	50.6597	2.99571	2.99571	2.99571	2.99571
AT2G47930	1	52.8437	2.99571	2.99571	2.99571	2.99571
AT4G12880	1	56.783	2.99571	2.99571	2.99571	2.99571
AT3G04720	1	59.8205	2.99571	2.99571	2.99571	2.99571
AT2G16510	1	66.1356	2.99571	2.99571	2.99571	2.99571
AT5G11500	1	68.9695	2.99571	2.99571	2.99571	2.99571
AT4G17170	1	75.7737	2.99571	2.99571	2.99571	2.99571
AT3G13750	1	81.2651	2.99571	2.99571	2.99571	2.99571
AT5G63570	1	88.3295	2.99571	2.99571	2.99571	2.99571
AT2G31570	1	114.069	2.99571	2.99571	2.99571	2.99571
AT3G62290	1	222.772	2.99571	2.99571	2.99571	2.99571
AT3G16370	1	256.718	2.99571	2.99571	2.99571	2.99571
AT4G21960	1	776.407	2.99571	2.99571	2.99571	2.99571
AT5G01530	1	2995.01	2.99571	2.99571	2.99571	2.99571
AT3G29770	1	1.98522	3.01794	3.01794	3.01794	3.01794
AT5G58060	1	35.4958	3.03836	3.03836	3.03836	3.03836
AT5G48500	1	6.83744	3.05285	3.05285	3.05285	3.05285
AT3G44530	1	2.11964	3.073	3.073	3.073	3.073
AT3G54660	1	76.9302	3.12184	3.12184	3.12184	3.12184
AT4G11570	1	46.4926	3.12216	3.12216	3.12216	3.12216
AT1G64590	1	0.111101	3.12249	3.12249	3.12249	3.12249
AT5G43690	1	0.184219	3.12331	3.12331	3.12331	3.12331
AT3G21400	1	5.15591	3.15102	3.15102	3.15102	3.15102
AT5G50010	1	1.17638	3.21188	3.21188	3.21188	3.21188
AT1G08830	1	74.5088	3.21188	3.21188	3.21188	3.21188
AT4G25540	1	0.55233	3.22754	3.22754	3.22754	3.22754
AT4G02070	1	2.61523	3.22754	3.22754	3.22754	3.22754
AT3G24495	1	2.66116	3.22754	3.22754	3.22754	3.22754
AT4G08040	1	0.0550776	3.26806	3.26806	3.26806	3.26806
AT3G14395	1	3.32523	3.26806	3.26806	3.26806	3.26806
AT1G76710	1	5.27128	3.26806	3.26806	3.26806	3.26806
AT3G10030	1	6.84898	3.26806	3.26806	3.26806	3.26806
AT5G38890	1	8.99174	3.26806	3.26806	3.26806	3.26806
AT1G54290	1	12.4593	3.26806	3.26806	3.26806	3.26806
AT5G24530	1	14.9884	3.26806	3.26806	3.26806	3.26806
AT4G38690	1	22.8285	3.26806	3.26806	3.26806	3.26806
AT1G56430	1	23.4438	3.26806	3.26806	3.26806	3.26806
AT5G50810	1	47.3231	3.26806	3.26806	3.26806	3.26806
AT5G54940	1	232.835	3.26806	3.26806	3.26806	3.26806
AT5G45860	1	0.933659	3.3227	3.3227	3.3227	3.3227
AT5G64900	1	1.68486	3.32692	3.32692	3.32692	3.32692
AT2G34050	1	4.98025	3.3457	3.3457	3.3457	3.3457
AT4G18020	1	13.4919	3.3457	3.3457	3.3457	3.3457
AT5G59430	1	9.37181	3.34877	3.34877	3.34877	3.34877
AT5G26751	1	24.7196	3.37095	3.37095	3.37095	3.37095
AT2G31190	1	8.40805	3.39956	3.39956	3.39956	3.39956
AT5G51780	1	0.185007	3.41362	3.41362	3.41362	3.41362
AT2G22125	1	14.8497	3.5415	3.5415	3.5415	3.5415
AT4G37280	1	15.1755	3.5415	3.5415	3.5415	3.5415
AT5G27150	1	15.7014	3.55832	3.55832	3.55832	3.55832
AT2G40060	1	65.2821	3.55832	3.55832	3.55832	3.55832
AT3G01220	1	0.446817	3.56825	3.56825	3.56825	3.56825
AT1G66480	1	2.22376	3.56825	3.56825	3.56825	3.56825
AT1G21200	1	2.58307	3.56825	3.56825	3.56825	3.56825
AT5G37740	1	3.22825	3.56825	3.56825	3.56825	3.56825
AT1G09980	1	5.41568	3.56825	3.56825	3.56825	3.56825
AT1G16680	1	5.71724	3.56825	3.56825	3.56825	3.56825
AT5G49710	1	6.5057	3.56825	3.56825	3.56825	3.56825
AT2G45450	1	7.13153	3.56825	3.56825	3.56825	3.56825
AT1G55350	1	8.52748	3.56825	3.56825	3.56825	3.56825
AT1G34370	1	10.2435	3.56825	3.56825	3.56825	3.56825
AT4G31860	1	10.6574	3.56825	3.56825	3.56825	3.56825
AT2G02100	1	164.161	3.56825	3.56825	3.56825	3.56825
AT4G33040	1	3.34246	3.5913	3.5913	3.5913	3.5913
AT2G47880	1	23.2342	3.5913	3.5913	3.5913	3.5913
AT1G68300	1	18.1092	3.59479	3.59479	3.59479	3.59479
AT2G24580	1	8.88831	3.60212	3.60212	3.60212	3.60212
AT2G31300	1	7.24482	3.61095	3.61095	3.61095	3.61095
AT4G01710	1	8.10421	3.61095	3.61095	3.61095	3.61095
AT4G21270	1	4.01688	3.63842	3.63842	3.63842	3.63842
AT1G12110	1	29.831	3.63842	3.63842	3.63842	3.63842
AT2G41140	1	11.0715	3.66264	3.66264	3.66264	3.66264
AT2G27480	1	1.50224	3.68375	3.68375	3.68375	3.68375
AT1G57820	1	12.8991	3.69486	3.69486	3.69486	3.69486
AT4G39690	1	12.4817	3.71845	3.71845	3.71845	3.71845
AT2G38560	1	9.99873	3.72557	3.72557	3.72557	3.72557
AT1G04130	1	5.20328	3.75328	3.75328	3.75328	3.75328
AT4G39470	1	11.3048	3.75328	3.75328	3.75328	3.75328
AT5G19010	1	16.2899	3.75328	3.75328	3.75328	3.75328
AT1G18150	1	17.071	3.75328	3.75328	3.75328	3.75328
AT5G61290	1	3.26572	3.76667	3.76667	3.76667	3.76667
AT3G10650	1	10.7204	3.76667	3.76667	3.76667	3.76667
AT4G10960	1	0.455357	3.83258	3.83258	3.83258	3.83258
AT5G10300	1	1.07629	3.85629	3.85629	3.85629	3.85629
AT3G50440	1	20.5811	3.85629	3.85629	3.85629	3.85629
AT2G23600	1	156.109	3.85629	3.85629	3.85629	3.85629
AT4G32450	1	2.18752	3.86135	3.86135	3.86135	3.86135
AT5G64610	1	10.2637	3.87816	3.87816	3.87816	3.87816
AT4G26810	1	2.55033	3.88455	3.88455	3.88455	3.88455
AT4G25050	1	912.158	3.89605	3.89605	3.89605	3.89605
AT5G17410	1	5.14502	3.90089	3.90089	3.90089	3.90089
AT4G18220	1	5.08829	3.91517	3.91517	3.91517	3.91517
AT3G56370	1	13.8922	3.97707	3.97707	3.97707	3.97707
AT2G42880	1	23.0914	4.15303	4.15303	4.15303	4.15303
ATMG00110	1	0.313874	4.17448	4.17448	4.17448	4.17448
AT3G12530	1	5.65399	4.31776	4.31776	4.31776	4.31776
AT3G60910	1	12.5284	4.31776	4.31776	4.31776	4.31776
AT2G40630	1	3.27229	4.33354	4.33354	4.33354	4.33354
AT1G18400	1	4.08634	4.36475	4.36475	4.36475	4.36475
AT1G54170	1	8.79752	4.36475	4.36475	4.36475	4.36475
AT3G58500	1	50.8589	4.36475	4.36475	4.36475	4.36475
AT5G43430	1	7.69363	4.4386	4.4386	4.4386	4.4386
AT5G48930	1	78.5905	4.44003	4.44003	4.44003	4.44003
AT1G72710	1	40.926	4.44785	4.44785	4.44785	4.44785
AT5G39320	1	14.2558	4.47424	4.47424	4.47424	4.47424
AT4G21070	1	2.283	4.49423	4.49423	4.49423	4.49423
AT4G30820	1	7.53703	4.49667	4.49667	4.49667	4.49667
AT1G08430	1	0.0953003	4.52046	4.52046	4.52046	4.52046
AT2G47950	1	0.330731	4.52046	4.52046	4.52046	4.52046
AT3G51630	1	5.93719	4.52046	4.52046	4.52046	4.52046
AT5G10940	1	8.28704	4.52046	4.52046	4.52046	4.52046
AT5G60570	1	10.8032	4.52046	4.52046	4.52046	4.52046
AT3G11070	1	12.1553	4.52046	4.52046	4.52046	4.52046
AT5G58090	1	14.2598	4.52046	4.52046	4.52046	4.52046
AT1G79530	1	14.8603	4.52046	4.52046	4.52046	4.52046
AT1G25260	1	32.2902	4.52046	4.52046	4.52046	4.52046
AT4G15630	1	36.6405	4.52046	4.52046	4.52046	4.52046
AT5G59613	1	101.582	4.52046	4.52046	4.52046	4.52046
AT5G59850	1	215.423	4.52046	4.52046	4.52046	4.52046
AT1G07770	1	362.892	4.52046	4.52046	4.52046	4.52046
AT1G13440	1	850.846	4.52046	4.52046	4.52046	4.52046
AT5G20290	1	936.59	4.52046	4.52046	4.52046	4.52046
AT2G05070	1	4120.33	4.52046	4.52046	4.52046	4.52046
AT1G17420	1	2.96485	4.6004	4.6004	4.6004	4.6004
AT1G56345	1	2.40498	4.63783	4.63783	4.63783	4.63783
AT4G36960	1	11.3541	4.63783	4.63783	4.63783	4.63783
AT4G28760	1	9.42103	4.66148	4.66148	4.66148	4.66148
AT3G26730	1	16.3639	4.66148	4.66148	4.66148	4.66148
AT1G20110	1	20.7805	4.66148	4.66148	4.66148	4.66148
AT5G03990	1	3.35117	4.685	4.685	4.685	4.685
AT5G58670	1	5.64682	4.69014	4.69014	4.69014	4.69014
AT1G70490	1	113.254	4.69014	4.69014	4.69014	4.69014
AT3G12170	1	5.86252	4.71845	4.71845	4.71845	4.71845
AT5G58300	1	7.94589	4.71845	4.71845	4.71845	4.71845
AT5G14960	1	2.13167	4.76491	4.76491	4.76491	4.76491
AT5G41160	1	0.968418	4.81855	4.81855	4.81855	4.81855
AT1G04690	1	44.8231	4.81855	4.81855	4.81855	4.81855
AT5G01210	1	13.1515	4.82303	4.82303	4.82303	4.82303
AT5G58800	1	21.598	4.84671	4.84671	4.84671	4.84671
AT2G40930	1	4.46733	4.86931	4.86931	4.86931	4.86931
AT2G30420	1	2.12431	4.87092	4.87092	4.87092	4.87092
AT2G28880	1	2.69894	4.87903	4.87903	4.87903	4.87903
AT2G25140	1	3.90461	4.87903	4.87903	4.87903	4.87903
AT2G18465	1	4.32325	4.87903	4.87903	4.87903	4.87903
AT1G80270	1	8.4168	4.87903	4.87903	4.87903	4.87903
AT1G29810	1	8.84808	4.87903	4.87903	4.87903	4.87903
AT2G47210	1	13.6991	4.87903	4.87903	4.87903	4.87903
AT3G03630	1	16.1086	4.87903	4.87903	4.87903	4.87903
AT4G26910	1	18.3405	4.87903	4.87903	4.87903	4.87903
AT3G13490	1	28.4827	4.87903	4.87903	4.87903	4.87903
AT3G53560	1	40.1158	4.87903	4.87903	4.87903	4.87903
AT3G02780	1	48.4757	4.87903	4.87903	4.87903	4.87903
AT2G20270	1	54.2127	4.87903	4.87903	4.87903	4.87903
AT4G11600	1	77.8881	4.87903	4.87903	4.87903	4.87903
AT5G19650	1	0.848909	4.88427	4.88427	4.88427	4.88427
AT4G17240	1	8.63502	4.88427	4.88427	4.88427	4.88427
AT5G26830	1	31.2364	4.88427	4.88427	4.88427	4.88427
AT5G62440	1	33.1562	4.88427	4.88427	4.88427	4.88427
AT2G30410	1	35.5903	4.88427	4.88427	4.88427	4.88427
AT3G44110	1	101.188	4.88427	4.88427	4.88427	4.88427
AT5G46430	1	228.493	4.88427	4.88427	4.88427	4.88427
AT4G34670	1	267.316	4.88427	4.88427	4.88427	4.88427
AT2G29960	1	54.9282	4.94594	4.94594	4.94594	4.94594
AT5G15700	1	2.62218	5.00199	5.00199	5.00199	5.00199
AT1G65470	1	4.73299	5.02081	5.02081	5.02081	5.02081
AT5G25080	1	17.6641	5.04817	5.04817	5.04817	5.04817
AT2G13650	1	3.91517	5.08829	5.08829	5.08829	5.08829
AT1G01500	1	14.0478	5.12114	5.12114	5.12114	5.12114
AT2G20060	1	21.2122	5.12752	5.12752	5.12752	5.12752
AT3G57150	1	53.024	5.13619	5.13619	5.13619	5.13619
AT1G04310	1	1.54433	5.19312	5.19312	5.19312	5.19312
AT3G04580	1	3.10842	5.19312	5.19312	5.19312	5.19312
AT2G26070	1	5.73231	5.19312	5.19312	5.19312	5.19312
AT1G56340	1	109.245	5.19312	5.19312	5.19312	5.19312
AT5G18010	1	6.0346	5.21964	5.21964	5.21964	5.21964
AT5G18030	1	16.8764	5.21964	5.21964	5.21964	5.21964
AT1G25220	1	14.2114	5.2535	5.2535	5.2535	5.2535
AT1G63930	1	0.261998	5.25744	5.25744	5.25744	5.25744
AT1G47510	1	0.301685	5.25744	5.25744	5.25744	5.25744
AT5G41370	1	5.14938	5.25744	5.25744	5.25744	5.25744
AT4G32020	1	60.8254	5.29841	5.29841	5.29841	5.29841
AT5G25390	1	0.0879729	5.3167	5.3167	5.3167	5.3167
AT5G63320	1	9.173	5.3651	5.3651	5.3651	5.3651
AT5G64560	1	10.3606	5.38317	5.38317	5.38317	5.38317
AT5G04390	1	0.213933	5.4301	5.4301	5.4301	5.4301
AT3G05380	1	3.80545	5.4301	5.4301	5.4301	5.4301
AT3G21430	1	4.37797	5.4301	5.4301	5.4301	5.4301
AT5G47660	1	5.75926	5.4301	5.4301	5.4301	5.4301
AT4G32620	1	5.95068	5.4301	5.4301	5.4301	5.4301
AT2G30470	1	7.63371	5.4301	5.4301	5.4301	5.4301
AT3G46590	1	10.4809	5.4301	5.4301	5.4301	5.4301
AT5G56860	1	15.0539	5.4301	5.4301	5.4301	5.4301
AT2G15300	1	1.11706	5.49646	5.49646	5.49646	5.49646
AT5G52410	1	3.15918	5.49646	5.49646	5.49646	5.49646
AT3G48600	1	3.48957	5.49646	5.49646	5.49646	5.49646
AT1G26270	1	5.5864	5.49646	5.49646	5.49646	5.49646
AT1G31810	1	5.65946	5.49646	5.49646	5.49646	5.49646
AT3G11100	1	7.79547	5.49646	5.49646	5.49646	5.49646
AT1G53900	1	8.35058	5.49646	5.49646	5.49646	5.49646
AT3G18990	1	9.23027	5.49646	5.49646	5.49646	5.49646
AT1G65430	1	9.66936	5.49646	5.49646	5.49646	5.49646
AT1G64330	1	10.519	5.49646	5.49646	5.49646	5.49646
AT1G53880	1	10.937	5.49646	5.49646	5.49646	5.49646
